aar;selskab_id;vaerk_id;vrkanl_ny;selskab_navn;vaerk_postnr;vaerk_postdistrikt;vaerk_kommune;vrktypenavn;fv_net;fv_net_navn;anlaeg_navn;anlaegstype_navn;aktoer;idriftdato;skrotdato;elkapacitet_MW;varmekapacitet_MW;Hovedbrændsel;Hovedbrændselsgruppe;Kul_andel;Olie_andel;Naturgas_andel;Affald_andel;Biogas_andel;Fast biomasse_andel;Bio-olie_andel;Braendselsfrit_andel;Solenergi_andel;Vandkraft_andel;Elektricitet_andel;Omgivelsesvarme_andel
2025;450;535;535-1;TOMMERUP ST VARMEFORSYNING A M B A;5690;Tommerup;420;Decentralt værk;90;Tommerup Fjernvarme I/S (fusion af Tommerup by Fjernvarme og Tommerup Stationsby Fjernvarme);Kraftvarmeanlæg;Forbrændingsmotor;kvt;1990-01-01 00:00:00;;0,85;1,4;naturgas;naturgas;;0;1;;;0;;;;;;
2025;450;535;535-2;TOMMERUP ST VARMEFORSYNING A M B A;5690;Tommerup;420;Decentralt værk;90;Tommerup Fjernvarme I/S (fusion af Tommerup by Fjernvarme og Tommerup Stationsby Fjernvarme);Gaskedel;Kedel;fvv;1984-05-01 00:00:00;;0;3,15;naturgas;naturgas;;0;1;;;0;;;;;;
2025;450;535;535-4;TOMMERUP ST VARMEFORSYNING A M B A;5690;Tommerup;420;Decentralt værk;90;Tommerup Fjernvarme I/S (fusion af Tommerup by Fjernvarme og Tommerup Stationsby Fjernvarme);Varmepumpe;Varmepumpe Luft;fvv;2020-12-28 00:00:00;;0;2;omgivelsesvarme;omgivelsesvarme;;0;;;;0;;;;;0,333341868;0,666658132
2025;450;535;535-5;TOMMERUP ST VARMEFORSYNING A M B A;5690;Tommerup;420;Decentralt værk;90;Tommerup Fjernvarme I/S (fusion af Tommerup by Fjernvarme og Tommerup Stationsby Fjernvarme);Varmepumpe;Varmepumpe Luft;fvv;2024-02-08 00:00:00;;0;1,8;omgivelsesvarme;omgivelsesvarme;;0;;;;0;;;;;0,400004411;0,599995589
2025;451;536;536-2;TRANBJERG VARMEVÆRK A M B A;8310;Tranbjerg J;751;Fjernvarmeværk;206;Århus Fjernvarme;Kedel 1;Kedel;fvv;1998-01-01 00:00:00;;0;16;gasolie;olie;;1;;;;0;;;;;;
2025;451;536;536-3;TRANBJERG VARMEVÆRK A M B A;8310;Tranbjerg J;751;Fjernvarmeværk;206;Århus Fjernvarme;Kedel 2;Kedel;fvv;2006-08-18 00:00:00;;0;11,6;gasolie;olie;;1;;;;0;;;;;;
2025;460;543;543-1;Tårs Varmeværk;9830;Tårs;860;Decentralt værk;299;Tårs Fjernvarme;Naturgas Kedel 3;Kedel;fvv;1987-01-01 00:00:00;;0;5,6;naturgas;naturgas;;0;1;;;0;;;;;;
2025;460;543;543-2;Tårs Varmeværk;9830;Tårs;860;Decentralt værk;299;Tårs Fjernvarme;Naturgas Kedel 2;Kedel;fvv;1987-01-01 00:00:00;2025-05-15 00:00:00;0;2,5;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;460;543;543-3;Tårs Varmeværk;9830;Tårs;860;Decentralt værk;299;Tårs Fjernvarme;Rolls-Royce B35:40V-12AG;Forbrændingsmotor;kvt;2006-08-18 00:00:00;;4,99;5,3;naturgas;naturgas;;0;1;;;0;;;;;;
2025;460;543;543-5;Tårs Varmeværk;9830;Tårs;860;Decentralt værk;299;Tårs Fjernvarme;Arcon-Sunmark;Solvarme;fvv;2015-07-27 00:00:00;;0;4;solenergi;solenergi;;0;;;;0;;;1;;;
2025;460;543;543-6;Tårs Varmeværk;9830;Tårs;860;Decentralt værk;299;Tårs Fjernvarme;Aalborg CSP;Solvarme;fvv;2015-07-27 00:00:00;;0;2,5;solenergi;solenergi;;0;;;;0;;;1;;;
2025;460;2463;2463-1;Tårs Varmeværk;9830;Tårs;860;Fjernvarmeværk;299;Tårs Fjernvarme;Fenagy;Varmepumpe Luft;fvv;2024-12-15 00:00:00;;0;2,6;omgivelsesvarme;omgivelsesvarme;;0;;;;0;;;;;0,344663365;0,655336635
2025;462;545;545-1;TØNDER FJERNVARMESELSKAB A.M.B.A.;6270;Tønder;550;Fjernvarmeværk;115;Tønder Fjernvarme;Østergade kedel 1;Kedel;fvv;1989-06-01 00:00:00;;0;10;naturgas;naturgas;;0;1;;;0;;;;;;
2025;462;1352;1352-1;TØNDER FJERNVARMESELSKAB A.M.B.A.;6270;Tønder;550;Fjernvarmeværk;115;Tønder Fjernvarme;Reservelastcentral kedel 2;Kedel;fvv;1996-01-01 00:00:00;;0;10;naturgas;naturgas;;0;1;;;0;;;;;;
2025;462;1352;1352-2;TØNDER FJERNVARMESELSKAB A.M.B.A.;6270;Tønder;550;Fjernvarmeværk;115;Tønder Fjernvarme;Reservelastcentral kedel 1;Kedel;fvv;1996-01-01 00:00:00;;0;5;naturgas;naturgas;;0;1;;;0;;;;;;
2025;462;2272;2272-1;TØNDER FJERNVARMESELSKAB A.M.B.A.;6270;Tønder;550;Fjernvarmeværk;115;Tønder Fjernvarme;Gaskedel;Kedel;fvv;2016-09-01 00:00:00;;0;12;naturgas;naturgas;;0;1;;;0;;;;;;
2025;462;2272;2272-2;TØNDER FJERNVARMESELSKAB A.M.B.A.;6270;Tønder;550;Fjernvarmeværk;115;Tønder Fjernvarme;Fliskedel;Kedel;fvv;2021-01-28 00:00:00;;0;3,75;skovflis;fast biomasse;;0;;;;1;;;;;;
2025;462;2272;2272-3;TØNDER FJERNVARMESELSKAB A.M.B.A.;6270;Tønder;550;Fjernvarmeværk;115;Tønder Fjernvarme;El kedel;Elpatron;fvv;2021-09-01 00:00:00;;0;15;elektricitet;elektricitet;;0;;;;0;;;;;1;
2025;462;2272;2272-4;TØNDER FJERNVARMESELSKAB A.M.B.A.;6270;Tønder;550;Fjernvarmeværk;115;Tønder Fjernvarme;Fliskedel 2;Kedel;fvv;2025-10-01 00:00:00;;0;10;skovflis;fast biomasse;;0;;;;1;;;;;;
2025;462;2337;2337-1;TØNDER FJERNVARMESELSKAB A.M.B.A.;6270;Tønder;550;Fjernvarmeværk;115;Tønder Fjernvarme;Varmepumpe 1;Varmepumpe Luft;fvv;2018-06-01 00:00:00;;0;2;omgivelsesvarme;omgivelsesvarme;;0;;;;0;;;;;0,272232178;0,727767822
2025;462;2337;2337-2;TØNDER FJERNVARMESELSKAB A.M.B.A.;6270;Tønder;550;Fjernvarmeværk;115;Tønder Fjernvarme;Varmepumpe 2;Varmepumpe Luft;fvv;2018-06-01 00:00:00;;0;2;omgivelsesvarme;omgivelsesvarme;;0;;;;0;;;;;0,272243471;0,727756529
2025;463;547;547-15;Tørring Kraftvarmeværk A.M.B.A.;7160;Tørring;766;Decentralt værk;153;Tørring Fjernvarme;El Kedel;Elpatron;fvv;2023-03-01 00:00:00;;0;8;elektricitet;elektricitet;;0;;;;0;;;;;1;
2025;463;547;547-2;Tørring Kraftvarmeværk A.M.B.A.;7160;Tørring;766;Decentralt værk;153;Tørring Fjernvarme;Tørring Kraftvarmeværk;Kedel;fvv;2012-01-01 00:00:00;;0;3,15;naturgas;naturgas;;0;1;;;0;;;;;;
2025;463;547;547-3;Tørring Kraftvarmeværk A.M.B.A.;7160;Tørring;766;Decentralt værk;153;Tørring Fjernvarme;Tørring Kraftvarmeværk;Kedel;fvv;2012-01-01 00:00:00;;0;3,66;naturgas;naturgas;;0;1;;;0;;;;;;
2025;463;547;547-5;Tørring Kraftvarmeværk A.M.B.A.;7160;Tørring;766;Decentralt værk;153;Tørring Fjernvarme;Rolls-Royce;Forbrændingsmotor;kvt;2003-10-21 00:00:00;;5,1;5,3;naturgas;naturgas;;0;1;;;0;;;;;;
2025;463;547;547-8;Tørring Kraftvarmeværk A.M.B.A.;7160;Tørring;766;Decentralt værk;153;Tørring Fjernvarme;Pillefyr;Kedel;fvv;2013-06-11 00:00:00;;0;0,95;traepiller;fast biomasse;;0;;;;1;;;;;;
2025;463;2043;2043-1;Tørring Kraftvarmeværk A.M.B.A.;7160;Tørring;766;Fjernvarmeværk;153;Tørring Fjernvarme;Solvarmeanlæg - 7455 m2 (Sunmark);Solvarme;fvv;2009-06-01 00:00:00;;0;4,6;solenergi;solenergi;;0;;;;0;;;1;;;
2025;463;2043;2043-2;Tørring Kraftvarmeværk A.M.B.A.;7160;Tørring;766;Fjernvarmeværk;153;Tørring Fjernvarme;udv solvarme-2016;Solvarme;fvv;2016-06-20 00:00:00;;0;6;solenergi;solenergi;;0;;;;0;;;1;;;
2025;463;2043;2043-3;Tørring Kraftvarmeværk A.M.B.A.;7160;Tørring;766;Fjernvarmeværk;153;Tørring Fjernvarme;Varmepumpe;Varmepumpe Solvarme;fvv;2020-12-01 00:00:00;;0;1,2;solenergi;solenergi;;0;;;;0;;;0,643509666;;0,356490334;
2025;463;2043;2043-4;Tørring Kraftvarmeværk A.M.B.A.;7160;Tørring;766;Fjernvarmeværk;153;Tørring Fjernvarme;Nødgenerator;Nødstrømsanlæg;kvt;2022-03-28 00:00:00;;0,088;0;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;463;2451;2451-2;Tørring Kraftvarmeværk A.M.B.A.;7160;Tørring;766;Fjernvarmeværk;153;Tørring Fjernvarme;Træpille containeranlæg 2;Kedel;fvv;2023-12-05 00:00:00;;0;0,25;traepiller;fast biomasse;;0;;;;1;;;;;;
2025;463;2451;2451-3;Tørring Kraftvarmeværk A.M.B.A.;7160;Tørring;766;Fjernvarmeværk;153;Tørring Fjernvarme;Træpille containeranlæg 3;Kedel;fvv;2023-12-05 00:00:00;;0;0,25;traepiller;fast biomasse;;0;;;;1;;;;;;
2025;463;2451;2451-4;Tørring Kraftvarmeværk A.M.B.A.;7160;Tørring;766;Fjernvarmeværk;153;Tørring Fjernvarme;Træpille containeranlæg 4;Kedel;fvv;2023-12-05 00:00:00;;0;0,25;traepiller;fast biomasse;;0;;;;1;;;;;;
2025;463;2451;2451-5;Tørring Kraftvarmeværk A.M.B.A.;7160;Tørring;766;Fjernvarmeværk;153;Tørring Fjernvarme;Træpille containeranlæg 5;Kedel;fvv;2023-12-05 00:00:00;;0;0,25;traepiller;fast biomasse;;0;;;;1;;;;;;
2025;463;2451;2451-6;Tørring Kraftvarmeværk A.M.B.A.;7160;Tørring;766;Fjernvarmeværk;153;Tørring Fjernvarme;Træpille containeranlæg 1;Kedel;fvv;2023-12-05 00:00:00;;0;0,25;traepiller;fast biomasse;;0;;;;1;;;;;;
2025;466;549;549-1;ULFBORG FJERNVARME;6990;Ulfborg;661;Fjernvarmeværk;189;Ulfborg Fjernvarme;Flisværket;Kedel;fvv;2013-01-16 00:00:00;;0;7;skovflis;fast biomasse;;0;;;;1;;;;;;
2025;466;549;549-2;ULFBORG FJERNVARME;6990;Ulfborg;661;Fjernvarmeværk;189;Ulfborg Fjernvarme;Nordheat Flisanlæg;Kedel;fvv;2019-07-01 00:00:00;;0;3,7;skovflis;fast biomasse;;0;;;;1;;;;;;
2025;466;549;549-3;ULFBORG FJERNVARME;6990;Ulfborg;661;Fjernvarmeværk;189;Ulfborg Fjernvarme;Gl. oliekedel flyttet fra Olieværket (ENSid 550);Kedel;fvv;2021-01-01 00:00:00;;0;5,5;bio-olie;bio-olie;;0;;;;0;1;;;;;
2025;469;551;551-1;ULSTED VARMEVÆRK;9370;Hals;851;Fjernvarmeværk;294;Ulsted Fjernvarme;Træpillekedel;Kedel;fvv;1982-01-01 00:00:00;2025-10-01 00:00:00;0;2,9;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;469;551;551-2;ULSTED VARMEVÆRK;9370;Hals;851;Fjernvarmeværk;294;Ulsted Fjernvarme;Oliekedel;Kedel;fvv;2012-01-01 00:00:00;;0;3,45;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;469;551;551-3;ULSTED VARMEVÆRK;9370;Hals;851;Fjernvarmeværk;294;Ulsted Fjernvarme;Solvarmeanlæg - 5012 m2;Solvarme;fvv;2006-01-01 00:00:00;;0;3,5;solenergi;solenergi;;0;;;;0;;;1;;;
2025;469;551;551-4;ULSTED VARMEVÆRK;9370;Hals;851;Fjernvarmeværk;294;Ulsted Fjernvarme;Halm/Træpille;Kedel;fvv;2013-10-01 00:00:00;;0;3,5;halm;fast biomasse;;0;;;;1;;;;;;
2025;473;554;554-1;Vamdrup Fjernvarme A m b A;6580;Vamdrup;621;Decentralt værk;81;TVIS;Kedel 1;Kedel;fvv;1959-12-01 00:00:00;;0;2;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;473;554;554-2;Vamdrup Fjernvarme A m b A;6580;Vamdrup;621;Decentralt værk;81;TVIS;Kedel 2;Kedel;fvv;2012-01-01 00:00:00;;0;2,5;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;473;554;554-3;Vamdrup Fjernvarme A m b A;6580;Vamdrup;621;Decentralt værk;81;TVIS;Kedel 3;Kedel;fvv;2012-01-01 00:00:00;;0;7,1;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;475;558;558-3;Varmega a.m.b.a.;6600;Vejen;575;Fjernvarmeværk;135;Vejen Fjernvarme;Flisanlæg VE1;Kedel;fvv;2003-01-01 00:00:00;;0;7;skovflis;fast biomasse;;0;;;;1;;;;;;
2025;475;558;558-5;Varmega a.m.b.a.;6600;Vejen;575;Fjernvarmeværk;135;Vejen Fjernvarme;Flisanlæg VE2;Kedel;fvv;2010-12-01 00:00:00;;0;7;skovflis;fast biomasse;;0;;;;1;;;;;;
2025;475;558;558-6;Varmega a.m.b.a.;6600;Vejen;575;Fjernvarmeværk;135;Vejen Fjernvarme;Varmepumpe røggaskondensering  kedel 1;Varmepumpe røggas;fvv;2013-02-01 00:00:00;;0;0,5;elektricitet;elektricitet;;0;;;;0;;;;;1;
2025;475;558;558-7;Varmega a.m.b.a.;6600;Vejen;575;Fjernvarmeværk;135;Vejen Fjernvarme;Varmepumpe røggaskondensering kedel 2;Varmepumpe røggas;fvv;2013-02-01 00:00:00;;0;0,5;elektricitet;elektricitet;;0;;;;0;;;;;1;
2025;475;559;559-1;Varmega a.m.b.a.;6600;Vejen;575;Fjernvarmeværk;135;Vejen Fjernvarme;RAB;Kedel;fvv;1992-01-01 00:00:00;;0;9;naturgas;naturgas;;0;1;;;0;;;;;;
2025;475;559;559-2;Varmega a.m.b.a.;6600;Vejen;575;Fjernvarmeværk;135;Vejen Fjernvarme;Halmværk;Kedel;fvv;2014-12-10 00:00:00;;0;10;halm;fast biomasse;;0;;;;1;;;;;;
2025;475;1970;1970-1;Varmega a.m.b.a.;6600;Vejen;575;Fjernvarmeværk;135;Vejen Fjernvarme;Grønvangcentralen;Kedel;fvv;2007-01-01 00:00:00;;0;10;naturgas;naturgas;;0;1;;;0;;;;;;
2025;481;736;736-3;VEKS I/S;4600;Køge;259;Decentralt værk;2;Storkøbenhavns Fjernvarme;KKV 8;Dampturbine;kvt;1998-01-01 00:00:00;;15;53;skovflis;fast biomasse;;8,08303E-06;;;;0,999991917;;;;;;
2025;481;970;970-2;VEKS I/S;2680;Solrød Strand;269;Decentralt værk;2;Storkøbenhavns Fjernvarme;Kedel 1 Loos/Zantingh;Kedel;fvv;1998-09-01 00:00:00;;0;12;biogas;biogas;;0;;;1;0;;;;;;
2025;481;970;970-3;VEKS I/S;2680;Solrød Strand;269;Decentralt værk;2;Storkøbenhavns Fjernvarme;Kedel 2 Loos/Ray;Kedel;fvv;1998-09-01 00:00:00;;0;12;gasolie;olie;;1;;;0;0;;;;;;
2025;481;970;970-4;VEKS I/S;2680;Solrød Strand;269;Decentralt værk;2;Storkøbenhavns Fjernvarme;Jenbacher gasmotor;Forbrændingsmotor;kvt;2015-12-01 00:00:00;;3,047;3,686;biogas;biogas;;0;;;1;0;;;;;;
2025;481;2445;2445-1;VEKS I/S;4000;Roskilde;265;Fjernvarmeværk;2;Storkøbenhavns Fjernvarme;Kedel 1;Kedel;fvv;2017-01-01 00:00:00;;0;12;naturgas;naturgas;;0;1;;;0;;;;;;
2025;481;2446;2446-1;VEKS I/S;4600;Køge;259;Fjernvarmeværk;2;Storkøbenhavns Fjernvarme;Kedel 1;Kedel;fvv;2015-12-01 00:00:00;;0;7,5;naturgas;naturgas;;0;1;;;0;;;;;;
2025;481;2446;2446-2;VEKS I/S;4600;Køge;259;Fjernvarmeværk;2;Storkøbenhavns Fjernvarme;Kedel 2;Kedel;fvv;2015-12-01 00:00:00;;0;7,5;naturgas;naturgas;;0;1;;;0;;;;;;
2025;482;561;561-2;VEMB VARMEVÆRK;7570;Vemb;661;Fjernvarmeværk;188;Vemb Fjernvarme;Oliekedel 1;Kedel;fvv;2012-01-01 00:00:00;;0;2;gasolie;olie;;1;;;;0;0;;;;;
2025;482;561;561-3;VEMB VARMEVÆRK;7570;Vemb;661;Fjernvarmeværk;188;Vemb Fjernvarme;Oliekedel 2;Kedel;fvv;2012-01-01 00:00:00;;0;3,65;gasolie;olie;;1;;;;0;0;;;;;
2025;482;561;561-4;VEMB VARMEVÆRK;7570;Vemb;661;Fjernvarmeværk;188;Vemb Fjernvarme;Fliskedel;Kedel;fvv;2014-09-04 00:00:00;;0;4;skovflis;fast biomasse;;0;;;;1;;;;;;
2025;484;562;562-2;V HJERMITSLEV VARMEVÆRK;9700;Brønderslev;849;Fjernvarmeværk;311;Vester Hjermitslev Fjernvarme;Oliekedel;Kedel;fvv;1984-01-01 00:00:00;;0;1,2;fuelolie;olie;;1;;;;0;;;;;;
2025;484;562;562-5;V HJERMITSLEV VARMEVÆRK;9700;Brønderslev;849;Fjernvarmeværk;311;Vester Hjermitslev Fjernvarme;Pillekedel;Kedel;fvv;2018-10-01 00:00:00;;0;1;traepiller;fast biomasse;;0;;;;1;;;;;;
2025;486;564;564-1;Vestervig Fjernvarme A.m.b.a;7770;Vestervig;787;Fjernvarmeværk;259;Vestervig Fjernvarme;Fliskedel;Kedel;fvv;2011-11-01 00:00:00;;0;4,5;skovflis;fast biomasse;;0;;;;1;;;;;;
2025;486;564;564-2;Vestervig Fjernvarme A.m.b.a;7770;Vestervig;787;Fjernvarmeværk;259;Vestervig Fjernvarme;Spidslastkedel;Kedel;fvv;1964-06-01 00:00:00;;0;2,25;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;486;564;564-3;Vestervig Fjernvarme A.m.b.a;7770;Vestervig;787;Fjernvarmeværk;259;Vestervig Fjernvarme;Reservelastkedel;Kedel;fvv;1964-06-01 00:00:00;;0;0,9;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;486;564;564-4;Vestervig Fjernvarme A.m.b.a;7770;Vestervig;787;Fjernvarmeværk;259;Vestervig Fjernvarme;Luft til vand varmepumpe;Varmepumpe Luft;fvv;2022-01-01 00:00:00;;0;1,6;omgivelsesvarme;omgivelsesvarme;;0;;;;0;;;;;0,34992224;0,65007776
2025;490;567;567-1;VINDERUP VARMEVÆRK A M B A;7830;Vinderup;661;Decentralt værk;194;Vinderup - Sevel Fjernvarme;10 MW kedel;Kedel;fvv;1983-12-01 00:00:00;;0;10;naturgas;naturgas;;0;1;;;0;;;;;;
2025;490;567;567-2;VINDERUP VARMEVÆRK A M B A;7830;Vinderup;661;Decentralt værk;194;Vinderup - Sevel Fjernvarme;5 MW kedel;Kedel;fvv;1995-10-01 00:00:00;;0;5;naturgas;naturgas;;0;1;;;0;;;;;;
2025;490;567;567-3;VINDERUP VARMEVÆRK A M B A;7830;Vinderup;661;Decentralt værk;194;Vinderup - Sevel Fjernvarme;Motor 1;Forbrændingsmotor;kvt;1995-10-01 00:00:00;;2,7;3,35;naturgas;naturgas;;0;1;;;0;;;;;;
2025;490;567;567-4;VINDERUP VARMEVÆRK A M B A;7830;Vinderup;661;Decentralt værk;194;Vinderup - Sevel Fjernvarme;Motor 2;Forbrændingsmotor;kvt;1995-10-01 00:00:00;;2,7;3,35;naturgas;naturgas;;0;1;;;0;;;;;;
2025;490;567;567-5;VINDERUP VARMEVÆRK A M B A;7830;Vinderup;661;Decentralt værk;194;Vinderup - Sevel Fjernvarme;Motor 3;Forbrændingsmotor;kvt;2012-05-01 00:00:00;;3,04;4;biogas;biogas;;0;;;1;0;;;;;;
2025;490;567;567-6;VINDERUP VARMEVÆRK A M B A;7830;Vinderup;661;Decentralt værk;194;Vinderup - Sevel Fjernvarme;Varmepumpe 1;Varmepumpe røggas;fvv;2012-05-01 00:00:00;;0;0,54;elektricitet;elektricitet;;0;;;;0;;;;;1;
2025;490;567;567-7;VINDERUP VARMEVÆRK A M B A;7830;Vinderup;661;Decentralt værk;194;Vinderup - Sevel Fjernvarme;El-kedel;Elpatron;fvv;2018-02-01 00:00:00;;0;15;elektricitet;elektricitet;;0;;;;0;;;;;1;
2025;490;677;677-1;VINDERUP VARMEVÆRK A M B A;7830;Vinderup;661;Decentralt værk;194;Vinderup - Sevel Fjernvarme;Motor;Forbrændingsmotor;kvt;1993-01-01 00:00:00;;1;1,6;naturgas;naturgas;;0;1;;;0;;;;;;
2025;490;677;677-2;VINDERUP VARMEVÆRK A M B A;7830;Vinderup;661;Decentralt værk;194;Vinderup - Sevel Fjernvarme;Kedel (1,0 + 1,1 MW);Kedel;fvv;1992-12-23 00:00:00;;0;2,1;naturgas;naturgas;;0;1;;;0;;;;;;
2025;492;569;569-3;VIVILD VARMEVÆRK A M B A;8961;Allingåbro;707;Fjernvarmeværk;221;Vivild Fjernvarme;-;Kedel;fvv;2004-11-01 00:00:00;;0;6;gasolie;olie;;1;;;;0;;;;;;
2025;492;667;667-2;VIVILD VARMEVÆRK A M B A;8961;Allingåbro;707;Fjernvarmeværk;221;Vivild Fjernvarme;Weiss;Kedel;fvv;2008-11-01 00:00:00;;0;4,9;skovflis;fast biomasse;;0;;;;1;;;;;;
2025;492;667;667-3;VIVILD VARMEVÆRK A M B A;8961;Allingåbro;707;Fjernvarmeværk;221;Vivild Fjernvarme;Solvarmeanlæg - 6124m2;Solvarme;fvv;2017-06-01 00:00:00;;0;4,3;solenergi;solenergi;;0;;;;0;;;1;;;
2025;493;570;570-1;VOJENS FJERNVARME A.M.B.A.;6500;Vojens;510;Fjernvarmeværk;116;Vojens Fjernvarme;Central 3, KI;Kedel;fvv;1984-10-01 00:00:00;;0;6,3;naturgas;naturgas;;0;1;;;0;;;;;;
2025;493;570;570-6;VOJENS FJERNVARME A.M.B.A.;6500;Vojens;510;Fjernvarmeværk;116;Vojens Fjernvarme;Central 3, K2 NY;Kedel;fvv;2008-09-01 00:00:00;;0;7;naturgas;naturgas;;0;1;;;0;;;;;;
2025;493;571;571-1;VOJENS FJERNVARME A.M.B.A.;6500;Vojens;510;Decentralt værk;116;Vojens Fjernvarme;Kedel 1, Hollensen;Kedel;fvv;1995-11-01 00:00:00;;0;7;naturgas;naturgas;;0;1;;;0;;;;;;
2025;493;571;571-10;VOJENS FJERNVARME A.M.B.A.;6500;Vojens;510;Decentralt værk;116;Vojens Fjernvarme;Elkedel (ikke kvoteomfattet);Elpatron;fvv;2011-10-26 00:00:00;;0;10;elektricitet;elektricitet;;0;;;;0;;;;;1;
2025;493;571;571-6;VOJENS FJERNVARME A.M.B.A.;6500;Vojens;510;Decentralt værk;116;Vojens Fjernvarme;Motor 3, Rolls-Royce;Forbrændingsmotor;kvt;2001-11-13 00:00:00;;3,61;4,4;naturgas;naturgas;;0;1;;;0;;;;;;
2025;493;571;571-7;VOJENS FJERNVARME A.M.B.A.;6500;Vojens;510;Decentralt værk;116;Vojens Fjernvarme;Motor 1, Rolls-Royce;Forbrændingsmotor;kvt;1994-01-01 00:00:00;;2,7;3,3;naturgas;naturgas;;0;1;;;0;;;;;;
2025;493;571;571-8;VOJENS FJERNVARME A.M.B.A.;6500;Vojens;510;Decentralt værk;116;Vojens Fjernvarme;Motor 2, Rolls-Royce;Forbrændingsmotor;kvt;1994-01-01 00:00:00;;2,7;3,3;naturgas;naturgas;;0;1;;;0;;;;;;
2025;493;2108;2108-1;VOJENS FJERNVARME A.M.B.A.;6500;Vojens;510;Fjernvarmeværk;116;Vojens Fjernvarme;Kedel (flyttet fra Sdr. Ringvej (571-5));Kedel;fvv;2011-12-15 00:00:00;;0;7;naturgas;naturgas;;0;1;;;0;;;;;;
2025;493;2108;2108-2;VOJENS FJERNVARME A.M.B.A.;6500;Vojens;510;Fjernvarmeværk;116;Vojens Fjernvarme;Solvarmeanlæg - 17500 m2 (Sunmark);Solvarme;fvv;2012-02-15 00:00:00;;0;11;solenergi;solenergi;;0;;;;0;;;1;;;
2025;493;2108;2108-3;VOJENS FJERNVARME A.M.B.A.;6500;Vojens;510;Fjernvarmeværk;116;Vojens Fjernvarme;Solvarme etape 2, 52500 m2;Solvarme;fvv;2015-06-01 00:00:00;;0;36;solenergi;solenergi;;0;;;;0;;;1;;;
2025;495;574;574-1;VRÅ VARMEVÆRK AMBA;9760;Vrå;860;Decentralt værk;304;Vrå Fjernvarme;Gaskedel 1;Kedel;fvv;1991-06-13 00:00:00;;0;6,3;naturgas;naturgas;;0;1;;;0;;;;;;
2025;495;574;574-2;VRÅ VARMEVÆRK AMBA;9760;Vrå;860;Decentralt værk;304;Vrå Fjernvarme;Gaskedel 2;Kedel;fvv;1989-01-01 00:00:00;;0;4;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;495;574;574-7;VRÅ VARMEVÆRK AMBA;9760;Vrå;860;Decentralt værk;304;Vrå Fjernvarme;Elkedel;Elpatron;fvv;2023-01-01 00:00:00;;0;14;elektricitet;elektricitet;;0;;;;0;;;;;1;
2025;495;2229;2229-1;VRÅ VARMEVÆRK AMBA;9760;Vrå;860;Fjernvarmeværk;304;Vrå Fjernvarme;Solvarmeanlæg - 13000m2;Solvarme;fvv;2015-05-01 00:00:00;;0;8;solenergi;solenergi;;0;;;;0;;;1;;;
2025;497;575;575-2;VÆRLØSE VARMEVÆRK A M B A;3500;Værløse;190;Fjernvarmeværk;18;Hillerød-Farum-Værløse;Kedel 2;Kedel;fvv;1985-12-05 00:00:00;;0;9,9;naturgas;naturgas;;0;1;;;0;;;;;;
2025;497;575;575-3;VÆRLØSE VARMEVÆRK A M B A;3500;Værløse;190;Fjernvarmeværk;18;Hillerød-Farum-Værløse;Kedel 1;Kedel;fvv;1985-12-05 00:00:00;;0;9,9;naturgas;naturgas;;0;1;;;0;;;;;;
2025;499;443;443-2;Aabenraa Fjernvarme A.m.b.a.;6230;Rødekro;580;Fjernvarmeværk;117;Aabenrå - Rødekro - Hjordkær Fjernvarme;KEDEL 2;Kedel;fvv;1988-12-01 00:00:00;;0;5;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;499;443;443-3;Aabenraa Fjernvarme A.m.b.a.;6230;Rødekro;580;Fjernvarmeværk;117;Aabenrå - Rødekro - Hjordkær Fjernvarme;KEDEL 3;Kedel;fvv;1990-08-01 00:00:00;;0;6,2;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;499;443;443-4;Aabenraa Fjernvarme A.m.b.a.;6230;Rødekro;580;Fjernvarmeværk;117;Aabenrå - Rødekro - Hjordkær Fjernvarme;KEDEL 4;Kedel;fvv;2002-04-01 00:00:00;;0;10;gasolie;olie;;1;;;;0;0;;;;;
2025;499;578;578-3;Aabenraa Fjernvarme A.m.b.a.;6200;Aabenraa;580;Fjernvarmeværk;117;Aabenrå - Rødekro - Hjordkær Fjernvarme;KEDEL 3;Kedel;fvv;1986-01-01 00:00:00;;0;9;gasolie;olie;;1;;;;0;;;;;;
