aar;selskab_id;vaerk_id;vrkanl_ny;selskab_navn;vaerk_postnr;vaerk_postdistrikt;vaerk_kommune;vrktypenavn;fv_net;fv_net_navn;anlaeg_navn;anlaegstype_navn;aktoer;idriftdato;skrotdato;elkapacitet_MW;varmekapacitet_MW;Hovedbrændsel;Hovedbrændselsgruppe;Kul_andel;Olie_andel;Naturgas_andel;Affald_andel;Biogas_andel;Fast biomasse_andel;Bio-olie_andel;Braendselsfrit_andel;Solenergi_andel;Vandkraft_andel;Elektricitet_andel;Omgivelsesvarme_andel
2025;1;1;1-14;Crossbridge Energy A/S;7000;Fredericia;607;Erhvervsværk;81;TVIS;U-5800 Overskudsvarme (del af 1-2);Overskudsvarme;pvp;1994-01-01 00:00:00;;0;56;braendselsfrit;braendselsfrit;;0;;;;0;;1;;;;
2025;1;1;1-2;Crossbridge Energy A/S;7000;Fredericia;607;Erhvervsværk;81;TVIS;U-2000 Gasturbine;Gasturbine;pev;1993-01-01 00:00:00;;26;52;raffinaderigas;olie;;1;;;;0;;;;;;
2025;4;3;3-2;ASSENS FJERNVARME A M B A;9550;Mariager;846;Fjernvarmeværk;209;Assens (v. Mariager) Fjernvarme;Oliereservekedel;Kedel;fvv;1994-11-01 00:00:00;;0;5,8;gasolie;olie;;1;;;;0;;;;;;
2025;4;3;3-3;ASSENS FJERNVARME A M B A;9550;Mariager;846;Fjernvarmeværk;209;Assens (v. Mariager) Fjernvarme;Fliskedel;Kedel;fvv;2008-10-01 00:00:00;;0;6;skovflis;fast biomasse;;0;;;;1;;;;;;
2025;5;5;5-2;AULUM FJERNVARME AMBA;7490;Aulum;657;Decentralt værk;159;Aulum Fjernvarme;Gasmotor;Forbrændingsmotor;kvt;2006-12-12 00:00:00;;5,1;5,65;naturgas;naturgas;;0;1;;;0;;;;;;
2025;5;5;5-3;AULUM FJERNVARME AMBA;7490;Aulum;657;Decentralt værk;159;Aulum Fjernvarme;Naturgas kedel;Kedel;fvv;2006-02-01 00:00:00;;0;11;naturgas;naturgas;;0;1;;;0;;;;;;
2025;5;5;5-5;AULUM FJERNVARME AMBA;7490;Aulum;657;Decentralt værk;159;Aulum Fjernvarme;Elkedel (ikke kvoteomfattet);Elpatron;fvv;2010-10-01 00:00:00;;0;10;elektricitet;elektricitet;;0;;;;0;;;;;1;
2025;5;5;5-6;AULUM FJERNVARME AMBA;7490;Aulum;657;Decentralt værk;159;Aulum Fjernvarme;Solvarme;Solvarme;fvv;2015-09-01 00:00:00;;0;11,1;solenergi;solenergi;;0;;;;0;;;1;;;
2025;5;5;5-7;AULUM FJERNVARME AMBA;7490;Aulum;657;Decentralt værk;159;Aulum Fjernvarme;Varmepumpe 1 og 2;Varmepumpe Luft;fvv;2020-09-10 00:00:00;;0;4;omgivelsesvarme;omgivelsesvarme;;0;;;;0;;;;;0,327632276;0,672367724
2025;6;6;6-10;Aabybro Fjernvarme A.m.b.a.;9440;Aabybro;849;Fjernvarmeværk;329;Aabybro Fjernvarme;Biomasse kedel;Kedel;fvv;2016-04-14 00:00:00;;0;10;skovflis;fast biomasse;;0;;;;1;;;;;;
2025;6;6;6-11;Aabybro Fjernvarme A.m.b.a.;9440;Aabybro;849;Fjernvarmeværk;329;Aabybro Fjernvarme;Solvarme;Solvarme;fvv;2018-09-15 00:00:00;;0;17;solenergi;solenergi;;0;;;;0;;;1;;;
2025;6;6;6-12;Aabybro Fjernvarme A.m.b.a.;9440;Aabybro;849;Fjernvarmeværk;329;Aabybro Fjernvarme;Biomassekedel 2;Kedel;fvv;2024-01-01 00:00:00;;0;12,5;skovflis;fast biomasse;;0;;;;1;;;;;;
2025;6;6;6-8;Aabybro Fjernvarme A.m.b.a.;9440;Aabybro;849;Fjernvarmeværk;329;Aabybro Fjernvarme;Gaskedel 3;Kedel;fvv;1986-01-01 00:00:00;;0;4;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;6;6;6-9;Aabybro Fjernvarme A.m.b.a.;9440;Aabybro;849;Fjernvarmeværk;329;Aabybro Fjernvarme;Gaskedel 4;Kedel;fvv;1986-01-01 00:00:00;;0;4;naturgas;naturgas;;0;1;;;0;;;;;;
2025;9;9;9-3;AGERSTED VARMEVÆRK;9330;Dronninglund;810;Decentralt værk;280;Agersted Fjernvarme;Kedelanlæg;Kedel;fvv;1988-01-01 00:00:00;;0;1,86;naturgas;naturgas;;0;1;;;0;;;;;;
2025;9;9;9-5;AGERSTED VARMEVÆRK;9330;Dronninglund;810;Decentralt værk;280;Agersted Fjernvarme;Motor 1;Forbrændingsmotor;kvt;2005-09-20 00:00:00;;1,41;1,9;naturgas;naturgas;;0;1;;;0;;;;;;
2025;9;9;9-6;AGERSTED VARMEVÆRK;9330;Dronninglund;810;Decentralt værk;280;Agersted Fjernvarme;Elkedel;Elpatron;fvv;2022-03-01 00:00:00;;0;1,45;elektricitet;elektricitet;;0;;;;0;;;;;1;
2025;10;10;10-10;Albertslund Kommune;2620;Albertslund;165;Fjernvarmeværk;2;Storkøbenhavns Fjernvarme;Kedel 9;Kedel;fvv;1974-01-01 00:00:00;;0;22,252;gasolie;olie;;1;;;;0;;;;;;
2025;10;10;10-2;Albertslund Kommune;2620;Albertslund;165;Fjernvarmeværk;2;Storkøbenhavns Fjernvarme;Kedel 3 Parca;Kedel;fvv;1971-01-01 00:00:00;;0;23,3;gasolie;olie;;1;;;;0;;;;;;
2025;10;10;10-3;Albertslund Kommune;2620;Albertslund;165;Fjernvarmeværk;2;Storkøbenhavns Fjernvarme;Kedel 4 Falk.b.;Kedel;fvv;1966-01-01 00:00:00;;0;9,3;naturgas;naturgas;;0;1;;;0;;;;;;
2025;10;10;10-4;Albertslund Kommune;2620;Albertslund;165;Fjernvarmeværk;2;Storkøbenhavns Fjernvarme;Kedel 5 Falk.b.;Kedel;fvv;1966-01-01 00:00:00;;0;9,3;naturgas;naturgas;;0;1;;;0;;;;;;
2025;10;10;10-5;Albertslund Kommune;2620;Albertslund;165;Fjernvarmeværk;2;Storkøbenhavns Fjernvarme;Kedel 6 Parca;Kedel;fvv;1968-01-01 00:00:00;;0;21,888;gasolie;olie;;1;;;;0;;;;;;
2025;10;10;10-6;Albertslund Kommune;2620;Albertslund;165;Fjernvarmeværk;2;Storkøbenhavns Fjernvarme;Kedel 7A;Kedel;fvv;1983-01-01 00:00:00;;0;11,6;naturgas;naturgas;;0;1;;;0;;;;;;
2025;10;10;10-7;Albertslund Kommune;2620;Albertslund;165;Fjernvarmeværk;2;Storkøbenhavns Fjernvarme;Kedel 7B;Kedel;fvv;1983-01-01 00:00:00;;0;11,6;gasolie;olie;;0,519240025;0,480759975;;;0;;;;;;
2025;10;10;10-8;Albertslund Kommune;2620;Albertslund;165;Fjernvarmeværk;2;Storkøbenhavns Fjernvarme;Kedel 8A;Kedel;fvv;1983-01-01 00:00:00;;0;11,6;naturgas;naturgas;;0;1;;;0;;;;;;
2025;10;10;10-9;Albertslund Kommune;2620;Albertslund;165;Fjernvarmeværk;2;Storkøbenhavns Fjernvarme;Kedel 8B;Kedel;fvv;1983-01-01 00:00:00;;0;11,6;naturgas;naturgas;;0,012838718;0,987161282;;;0;;;;;;
2025;11;11;11-3;ALLINGÅBRO VARMEVÆRK A M B A;8961;Allingåbro;707;Fjernvarmeværk;219;Allingåbro Fjernvarme;Oliekedel (ny);Kedel;fvv;2007-07-01 00:00:00;2025-01-27 00:00:00;0;5,5;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;11;11;11-4;ALLINGÅBRO VARMEVÆRK A M B A;8961;Allingåbro;707;Fjernvarmeværk;219;Allingåbro Fjernvarme;Flis-kedel;Kedel;fvv;2002-10-01 00:00:00;;0;6;skovflis;fast biomasse;;0;;;;1;;;;;;
2025;11;11;11-5;ALLINGÅBRO VARMEVÆRK A M B A;8961;Allingåbro;707;Fjernvarmeværk;219;Allingåbro Fjernvarme;El-Kedel;Elpatron;fvv;2025-03-01 00:00:00;;0;10;elektricitet;elektricitet;;0;;;;0;;;;;1;
2025;11;11;11-6;ALLINGÅBRO VARMEVÆRK A M B A;8961;Allingåbro;707;Fjernvarmeværk;219;Allingåbro Fjernvarme;Varmepumpe 1;Varmepumpe;fvv;2025-03-01 00:00:00;;0;2,193;omgivelsesvarme;omgivelsesvarme;;0;;;;0;;;;;0,351515152;0,648484848
2025;12;12;12-1;ALS FJERNVARME AMBA;9560;Hadsund;846;Fjernvarmeværk;292;Als Fjernvarme;Oliecentral;Kedel;fvv;1965-01-01 00:00:00;;0;5,5;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;12;13;13-1;ALS FJERNVARME AMBA;9560;Hadsund;846;Fjernvarmeværk;292;Als Fjernvarme;Halm central;Kedel;fvv;2003-10-01 00:00:00;;0;3,15;halm;fast biomasse;;0;;;;1;;;;;;
2025;12;13;13-2;ALS FJERNVARME AMBA;9560;Hadsund;846;Fjernvarmeværk;292;Als Fjernvarme;Solvarme 6000m2;Solvarme;fvv;2016-04-01 00:00:00;;0;4;solenergi;solenergi;;0;;;;0;;;1;;;
2025;13;1942;1942-2;Egtved Varmeværk A.M.B.A.;6040;Egtved;630;Decentralt værk;141;Egtved Fjernvarme;1 stk. gasmotor;Forbrændingsmotor;kvt;1995-01-01 00:00:00;;3,73;4,22;naturgas;naturgas;;0;1;;;0;;;;;;
2025;13;1942;1942-3;Egtved Varmeværk A.M.B.A.;6040;Egtved;630;Decentralt værk;141;Egtved Fjernvarme;Kedel;Kedel;fvv;2006-07-01 00:00:00;;0;8,5;naturgas;naturgas;;0;1;;;0;;;;;;
2025;13;1942;1942-4;Egtved Varmeværk A.M.B.A.;6040;Egtved;630;Decentralt værk;141;Egtved Fjernvarme;Elkedel;Elpatron;fvv;2012-09-01 00:00:00;;0;4;elektricitet;elektricitet;;0;;;;0;;;;;1;
2025;13;2288;2288-1;Egtved Varmeværk A.M.B.A.;6040;Egtved;630;Fjernvarmeværk;141;Egtved Fjernvarme;Solvarme - 12000m2;Solvarme;fvv;2016-04-01 00:00:00;;0;7;solenergi;solenergi;;0;;;;0;;;1;;;
2025;13;2288;2288-2;Egtved Varmeværk A.M.B.A.;6040;Egtved;630;Fjernvarmeværk;141;Egtved Fjernvarme;Varmepumpe;Varmepumpe Luft;fvv;2020-12-30 00:00:00;;0;2,247;omgivelsesvarme;omgivelsesvarme;;0;;;;0;;;;;0,367923811;0,632076189
2025;13;2288;2288-3;Egtved Varmeværk A.M.B.A.;6040;Egtved;630;Fjernvarmeværk;141;Egtved Fjernvarme;Biomasse kedel;Kedel;fvv;2021-06-01 00:00:00;;0;2;halm;fast biomasse;;0;;;;1;;;;;;
2025;14;15;15-1;Flauenskjold Varmeværk A.m.b.a;9330;Dronninglund;810;Decentralt værk;283;Flauenskjold Fjernvarme;Kraftvarme pro.;Forbrændingsmotor;kvt;1993-01-01 00:00:00;;0,73;0,96;naturgas;naturgas;;0;1;;;0;;;;;;
2025;14;15;15-2;Flauenskjold Varmeværk A.m.b.a;9330;Dronninglund;810;Decentralt værk;283;Flauenskjold Fjernvarme;Kedel pro.;Kedel;fvv;2012-01-01 00:00:00;;0;2,91;naturgas;naturgas;;0;1;;;0;;;;;;
2025;14;15;15-3;Flauenskjold Varmeværk A.m.b.a;9330;Dronninglund;810;Decentralt værk;283;Flauenskjold Fjernvarme;Solvarmeanlæg - 2963m2;Solvarme;fvv;2014-04-01 00:00:00;;0;2,1;solenergi;solenergi;;0;;;;0;;;1;;;
2025;14;15;15-4;Flauenskjold Varmeværk A.m.b.a;9330;Dronninglund;810;Decentralt værk;283;Flauenskjold Fjernvarme;Solvarme 2 - 1000 m2;Solvarme;fvv;2020-07-01 00:00:00;;0;0,7;solenergi;solenergi;;0;;;;0;;;1;;;
2025;14;15;15-5;Flauenskjold Varmeværk A.m.b.a;9330;Dronninglund;810;Decentralt værk;283;Flauenskjold Fjernvarme;varmepumpe;Varmepumpe Luft;fvv;2022-11-01 00:00:00;;0;1,6;omgivelsesvarme;omgivelsesvarme;;0;;;;0;;;;;0,348473379;0,651526621
2025;15;16;16-1;Glamsbjerg-Haarby Varmeværk a.m.b.a.;5620;Glamsbjerg;420;Decentralt værk;77;Glamsbjerg-Haarby Fjernvarme;Kraftvarme;Forbrændingsmotor;kvt;1994-07-01 00:00:00;;3,7;4,2;naturgas;naturgas;;0;1;;;0;;;;;;
2025;15;16;16-2;Glamsbjerg-Haarby Varmeværk a.m.b.a.;5620;Glamsbjerg;420;Decentralt værk;77;Glamsbjerg-Haarby Fjernvarme;Kedel 1;Kedel;fvv;1985-01-01 00:00:00;;0;4,7;naturgas;naturgas;;0;1;;;0;;;;;;
2025;15;16;16-3;Glamsbjerg-Haarby Varmeværk a.m.b.a.;5620;Glamsbjerg;420;Decentralt værk;77;Glamsbjerg-Haarby Fjernvarme;Kedel 2;Kedel;fvv;1994-07-01 00:00:00;;0;3,7;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;15;236;236-1;Glamsbjerg-Haarby Varmeværk a.m.b.a.;5683;Haarby;420;Decentralt værk;77;Glamsbjerg-Haarby Fjernvarme;Danstoker 1985 YE-H 83;Kedel;fvv;1985-01-01 00:00:00;;0;5,81;naturgas;naturgas;;0;1;;;0;0;;;;;
2025;15;236;236-2;Glamsbjerg-Haarby Varmeværk a.m.b.a.;5683;Haarby;420;Decentralt værk;77;Glamsbjerg-Haarby Fjernvarme;Hollensen 1988;Kedel;fvv;1988-10-01 00:00:00;;0;3,66;naturgas;naturgas;;0;1;;;0;;;;;;
2025;15;236;236-3;Glamsbjerg-Haarby Varmeværk a.m.b.a.;5683;Haarby;420;Decentralt værk;77;Glamsbjerg-Haarby Fjernvarme;JMS 612 GS-N.LC motor 1;Forbrændingsmotor;kvt;2002-12-01 00:00:00;;1,63;2,3;naturgas;naturgas;;0;1;;;0;;;;;;
2025;15;236;236-4;Glamsbjerg-Haarby Varmeværk a.m.b.a.;5683;Haarby;420;Decentralt værk;77;Glamsbjerg-Haarby Fjernvarme;JMS 612 GS-N.LC motor 2;Forbrændingsmotor;kvt;2002-12-01 00:00:00;;1,63;2,3;naturgas;naturgas;;0;1;;;0;;;;;;
2025;15;1976;1976-1;Glamsbjerg-Haarby Varmeværk a.m.b.a.;5620;Glamsbjerg;420;Fjernvarmeværk;77;Glamsbjerg-Haarby Fjernvarme;Fliskedel;Kedel;fvv;2007-10-22 00:00:00;;0;2;skovflis;fast biomasse;;0;;;;1;;;;;;
2025;15;2290;2290-1;Glamsbjerg-Haarby Varmeværk a.m.b.a.;5620;Glamsbjerg;420;Fjernvarmeværk;77;Glamsbjerg-Haarby Fjernvarme;Fliskedel;Kedel;fvv;2016-01-02 00:00:00;;0;5,8;skovflis;fast biomasse;;0;;;;1;;;;;;
2025;15;2290;2290-2;Glamsbjerg-Haarby Varmeværk a.m.b.a.;5620;Glamsbjerg;420;Fjernvarmeværk;77;Glamsbjerg-Haarby Fjernvarme;Elkedel;Elpatron;fvv;2022-09-29 00:00:00;;0;12;elektricitet;elektricitet;;0;;;;0;;;;;1;
2025;15;2469;2469-1;Glamsbjerg-Haarby Varmeværk a.m.b.a.;5683;Haarby;420;Fjernvarmeværk;77;Glamsbjerg-Haarby Fjernvarme;Varmepumpe VP1-T1;Varmepumpe Luft;fvv;2024-10-01 00:00:00;;0;1,319;omgivelsesvarme;omgivelsesvarme;;0;;;;0;;;;;0,319355678;0,680644322
2025;16;17;17-1;Energi Ikast Varme A/S;7430;Ikast;756;Fjernvarmeværk;163;Herning-Ikast Fjernvarme;Kedel 1;Kedel;fvv;2005-05-01 00:00:00;;0;12;naturgas;naturgas;;0;1;;;0;;;;;;
2025;16;17;17-2;Energi Ikast Varme A/S;7430;Ikast;756;Fjernvarmeværk;163;Herning-Ikast Fjernvarme;Kedel 2;Kedel;fvv;2005-05-01 00:00:00;;0;12;naturgas;naturgas;;0;1;;;0;;;;;;
2025;16;17;17-3;Energi Ikast Varme A/S;7430;Ikast;756;Fjernvarmeværk;163;Herning-Ikast Fjernvarme;Kedel 3;Kedel;fvv;1997-12-01 00:00:00;;0;13;gasolie;olie;;1;;;;0;;;;;;
2025;16;17;17-4;Energi Ikast Varme A/S;7430;Ikast;756;Fjernvarmeværk;163;Herning-Ikast Fjernvarme;Kedel 4;Kedel;fvv;1997-12-01 00:00:00;;0;11;naturgas;naturgas;;0;1;;;0;;;;;;
2025;16;18;18-1;Energi Ikast Varme A/S;7430;Ikast;756;Decentralt værk;163;Herning-Ikast Fjernvarme;Isenvand (Kedel);Kedel;fvv;1977-06-01 00:00:00;;0;2,32;naturgas;naturgas;;0;1;;;0;;;;;;
2025;16;18;18-2;Energi Ikast Varme A/S;7430;Ikast;756;Decentralt værk;163;Herning-Ikast Fjernvarme;Isenvad (motor);Forbrændingsmotor;kvt;2006-08-15 00:00:00;;1,42;1,72;naturgas;naturgas;;0;1;;;0;;;;;;
2025;16;18;18-3;Energi Ikast Varme A/S;7430;Ikast;756;Decentralt værk;163;Herning-Ikast Fjernvarme;Solvarme (3.011 m2);Solvarme;fvv;2014-08-13 00:00:00;;0;2,1;solenergi;solenergi;;0;;;;0;;;1;;;
2025;16;18;18-4;Energi Ikast Varme A/S;7430;Ikast;756;Decentralt værk;163;Herning-Ikast Fjernvarme;Fenagy Luft/vand varmepumpe;Varmepumpe Luft;fvv;2024-03-04 00:00:00;;0;1,28;omgivelsesvarme;omgivelsesvarme;;0;;;;0;;;;;0,313493934;0,686506066
2025;16;57;57-3;Energi Ikast Varme A/S;7441;Bording;756;Decentralt værk;163;Herning-Ikast Fjernvarme;Caterpillar gasmotor 1;Forbrændingsmotor;kvt;1996-12-01 00:00:00;;1,04;1,5;naturgas;naturgas;;0;1;;;0;;;;;;
2025;16;57;57-4;Energi Ikast Varme A/S;7441;Bording;756;Decentralt værk;163;Herning-Ikast Fjernvarme;Caterpillar gasmotor 2;Forbrændingsmotor;kvt;1996-12-01 00:00:00;;1,04;1,5;naturgas;naturgas;;0;1;;;0;;;;;;
2025;16;57;57-5;Energi Ikast Varme A/S;7441;Bording;756;Decentralt værk;163;Herning-Ikast Fjernvarme;Caterpillar gasmotor 3;Forbrændingsmotor;kvt;1996-12-01 00:00:00;;1,04;1,5;naturgas;naturgas;;0;1;;;0;;;;;;
2025;16;57;57-6;Energi Ikast Varme A/S;7441;Bording;756;Decentralt værk;163;Herning-Ikast Fjernvarme;Caterpillar gasmotor 4;Forbrændingsmotor;kvt;1996-12-01 00:00:00;;1,04;1,5;naturgas;naturgas;;0;1;;;0;;;;;;
2025;16;57;57-7;Energi Ikast Varme A/S;7441;Bording;756;Decentralt værk;163;Herning-Ikast Fjernvarme;Hollesen gaskedel;Kedel;fvv;1989-01-01 00:00:00;;0;5;naturgas;naturgas;;0;1;;;0;;;;;;
2025;16;92;92-1;Energi Ikast Varme A/S;7442;Engesvang;756;Decentralt værk;174;Engesvang-Moselund Fjernvarme;Kedelcentral;Kedel;fvv;1981-07-01 00:00:00;;0;7,66;naturgas;naturgas;;0;1;;;0;;;;;;
2025;16;92;92-2;Energi Ikast Varme A/S;7442;Engesvang;756;Decentralt værk;174;Engesvang-Moselund Fjernvarme;Kraftvarmeanlæg;Forbrændingsmotor;kvt;1995-01-01 00:00:00;;3,06;3,57;naturgas;naturgas;;0;1;;;0;;;;;;
2025;16;2237;2237-1;Energi Ikast Varme A/S;7442;Engesvang;756;Fjernvarmeværk;174;Engesvang-Moselund Fjernvarme;Fliskedel;Kedel;fvv;2015-12-01 00:00:00;;0;2;trae- og biomasseaffald;fast biomasse;;0;;;;1;;;;;;
2025;16;2392;2392-1;Energi Ikast Varme A/S;7441;Bording;756;Fjernvarmeværk;163;Herning-Ikast Fjernvarme;Varmepumpe(el/gas) - luft-vand;Varmepumpe Kombi;fvv;2020-01-01 00:00:00;;0;4;omgivelsesvarme;omgivelsesvarme;;0;;;;0;;;;;0,308334451;0,691665549
2025;18;22;22-1;Løgten-Skødstrup Fjernvarme Amba;8541;Skødstrup;751;Fjernvarmeværk;206;Århus Fjernvarme;Løgtencentralen;Kedel;fvv;1969-01-01 00:00:00;;0;11,5;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;18;23;23-1;Løgten-Skødstrup Fjernvarme Amba;8541;Skødstrup;751;Fjernvarmeværk;206;Århus Fjernvarme;Skødstrupcentralen;Kedel;fvv;1968-01-01 00:00:00;;0;10;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;20;25;25-1;Nykøbing Sj Varmeværk A.M.B.A;4500;Nykøbing Sj;306;Decentralt værk;33;Nykøbing Sjælland Fjernvarme;Motor 1;Forbrændingsmotor;kvt;1992-09-21 00:00:00;;1;1,7;naturgas;naturgas;;0;1;;;0;;;;;;
2025;20;25;25-2;Nykøbing Sj Varmeværk A.M.B.A;4500;Nykøbing Sj;306;Decentralt værk;33;Nykøbing Sjælland Fjernvarme;Motor 2;Forbrændingsmotor;kvt;1992-10-27 00:00:00;;1;1,7;naturgas;naturgas;;0;1;;;0;;;;;;
2025;20;25;25-3;Nykøbing Sj Varmeværk A.M.B.A;4500;Nykøbing Sj;306;Decentralt værk;33;Nykøbing Sjælland Fjernvarme;Motor 3;Forbrændingsmotor;kvt;1992-09-21 00:00:00;;1;1,7;naturgas;naturgas;;0;1;;;0;;;;;;
2025;20;25;25-4;Nykøbing Sj Varmeværk A.M.B.A;4500;Nykøbing Sj;306;Decentralt værk;33;Nykøbing Sjælland Fjernvarme;Motor 4;Forbrændingsmotor;kvt;1992-10-27 00:00:00;;1;1,7;naturgas;naturgas;;0;1;;;0;;;;;;
2025;20;25;25-5;Nykøbing Sj Varmeværk A.M.B.A;4500;Nykøbing Sj;306;Decentralt værk;33;Nykøbing Sjælland Fjernvarme;Motor 5;Forbrændingsmotor;kvt;1996-07-31 00:00:00;;1;1,7;naturgas;naturgas;;0;1;;;0;;;;;;
2025;20;25;25-6;Nykøbing Sj Varmeværk A.M.B.A;4500;Nykøbing Sj;306;Decentralt værk;33;Nykøbing Sjælland Fjernvarme;Gaskedel;Kedel;fvv;1992-01-01 00:00:00;;0;11;naturgas;naturgas;;0;1;;;0;;;;;;
2025;20;25;25-7;Nykøbing Sj Varmeværk A.M.B.A;4500;Nykøbing Sj;306;Decentralt værk;33;Nykøbing Sjælland Fjernvarme;Oliekedel 2;Kedel;fvv;1989-01-01 00:00:00;;0;7,5;gasolie;olie;;1;;;;0;;;;;;
2025;20;25;25-8;Nykøbing Sj Varmeværk A.M.B.A;4500;Nykøbing Sj;306;Decentralt værk;33;Nykøbing Sjælland Fjernvarme;Oliekedel 3;Kedel;fvv;1989-01-01 00:00:00;;0;4;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;20;1223;1223-1;Nykøbing Sj Varmeværk A.M.B.A;4500;Nykøbing Sj;306;Decentralt værk;33;Nykøbing Sjælland Fjernvarme;Gasmotor Generator (GG01);Forbrændingsmotor;kvt;1995-02-01 00:00:00;;0,58;0,82;naturgas;naturgas;;0;1;;;0;;;;;;
2025;20;1223;1223-2;Nykøbing Sj Varmeværk A.M.B.A;4500;Nykøbing Sj;306;Decentralt værk;33;Nykøbing Sjælland Fjernvarme;Gasmotor Generator (GG02);Forbrændingsmotor;kvt;1995-02-01 00:00:00;2025-02-10 00:00:00;0,58;0,82;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;20;1223;1223-3;Nykøbing Sj Varmeværk A.M.B.A;4500;Nykøbing Sj;306;Decentralt værk;33;Nykøbing Sjælland Fjernvarme;Kedel 1;Kedel;fvv;1994-12-01 00:00:00;;0;1,8;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;20;1223;1223-4;Nykøbing Sj Varmeværk A.M.B.A;4500;Nykøbing Sj;306;Decentralt værk;33;Nykøbing Sjælland Fjernvarme;Kedel 2;Kedel;fvv;1994-12-01 00:00:00;;0;1,8;naturgas;naturgas;;0;1;;;0;;;;;;
2025;20;2000;2000-1;Nykøbing Sj Varmeværk A.M.B.A;4500;Nykøbing Sj;306;Fjernvarmeværk;33;Nykøbing Sjælland Fjernvarme;Træpillekedel;Kedel;fvv;2008-01-31 00:00:00;;0;0,9;traepiller;fast biomasse;;0;;;;1;;;;;;
2025;20;2225;2225-1;Nykøbing Sj Varmeværk A.M.B.A;4500;Nykøbing Sjælland;306;Fjernvarmeværk;33;Nykøbing Sjælland Fjernvarme;Solvarmeanlæg - 20000m2;Solvarme;fvv;2014-06-01 00:00:00;;0;14,1;solenergi;solenergi;;0;;;;0;;;1;;;
2025;20;2225;2225-2;Nykøbing Sj Varmeværk A.M.B.A;4500;Nykøbing Sjælland;306;Fjernvarmeværk;33;Nykøbing Sjælland Fjernvarme;Solvarme (4914 m2);Solvarme;fvv;2019-07-01 00:00:00;;0;3,5;solenergi;solenergi;;0;;;;0;;;1;;;
2025;20;2225;2225-3;Nykøbing Sj Varmeværk A.M.B.A;4500;Nykøbing Sjælland;306;Fjernvarmeværk;33;Nykøbing Sjælland Fjernvarme;Elkedel;Elpatron;fvv;2020-10-01 00:00:00;;0;10;elektricitet;elektricitet;;0;;;;0;;;;;1;
2025;20;2225;2225-4;Nykøbing Sj Varmeværk A.M.B.A;4500;Nykøbing Sjælland;306;Fjernvarmeværk;33;Nykøbing Sjælland Fjernvarme;Varmepumpe;Varmepumpe Luft;fvv;2024-02-01 00:00:00;;0;6,6;omgivelsesvarme;omgivelsesvarme;;0;;;;0;;;;;0,353738891;0,646261109
2025;21;26;26-1;ANDELSSELSKABET OKSBØL VARMEVÆRK;6840;Oksbøl;573;Decentralt værk;122;Oksbøl Fjernvarme;Gaskedel;Kedel;fvv;1994-12-01 00:00:00;;0;4,4;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;21;26;26-3;ANDELSSELSKABET OKSBØL VARMEVÆRK;6840;Oksbøl;573;Decentralt værk;122;Oksbøl Fjernvarme;Motor 1, 20.060;Forbrændingsmotor;kvt;1994-12-01 00:00:00;;2,75;3,75;naturgas;naturgas;;0;1;;;0;;;;;;
2025;21;26;26-4;ANDELSSELSKABET OKSBØL VARMEVÆRK;6840;Oksbøl;573;Decentralt værk;122;Oksbøl Fjernvarme;Motor 2, 20.061;Forbrændingsmotor;kvt;1994-12-01 00:00:00;;2,75;3,75;naturgas;naturgas;;0;1;;;0;;;;;;
2025;21;26;26-6;ANDELSSELSKABET OKSBØL VARMEVÆRK;6840;Oksbøl;573;Decentralt værk;122;Oksbøl Fjernvarme;Solvarmeanlæg - 14745 m2 (ikke kvoteomfa;Solvarme;fvv;2010-09-01 00:00:00;;0;6,5;solenergi;solenergi;;0;;;;0;;;1;;;
2025;21;26;26-7;ANDELSSELSKABET OKSBØL VARMEVÆRK;6840;Oksbøl;573;Decentralt værk;122;Oksbøl Fjernvarme;Elkedel;Elpatron;fvv;2021-04-12 00:00:00;;0;7,84;elektricitet;elektricitet;;0;;;;0;;;;;1;
2025;21;2453;2453-1;ANDELSSELSKABET OKSBØL VARMEVÆRK;6840;Oksbøl;573;Fjernvarmeværk;122;Oksbøl Fjernvarme;Fliskedel;Kedel;fvv;2023-10-18 00:00:00;;0;8,5;skovflis;fast biomasse;;0;;;;1;;;;;;
2025;22;27;27-1;PADBORG FJERNVARME A.M.B.A.;6330;Padborg;580;Fjernvarmeværk;97;Padborg-Bov Fjernvarme;Kedelanlæg;Kedel;fvv;1998-11-01 00:00:00;;0;14;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
